ItemId,Eas,Specification,LocalDescription,Outlet,Address,CollDay,Active,Dec-08,Mar-09,Jun-09,Sep-09,Dec-09,Mar-10,Jun-10,Sep-10,Dec-10,Mar-11,Jun-11,Sep-11,Dec-11,Mar-12,Jun-12,Sep-12,Dec-12,Mar-13,Jun-13,Sep-13,Dec-13,Mar-14,Jun-14,Sep-14,Dec-14,Mar-15,Jun-15,Sep-15,Dec-15,Mar-16,Jun-16,Sep-16,Dec-16,Mar-17,Jun-17,Sep-17,Dec-17,Mar-18,Jun-18,Sep-18,Dec-18,Mar-19,Jun-19,Sep-19,Dec-19,Mar-20,Jun-20,,,
273,Cucumber,"Cucumber, loose, per Kg","Cucumber, 1Kg",Au Bon Marche Manples, ,0,Y,1,1,,,1,1,,,,1,1,,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,1,,,1,1,,,,,
274,Cucumber,"Cucumber, loose, per Kg","Cucumber, 1Kg",Traverso, ,0,Y,1,1,,1,1,1,1,1,1,1,,1,,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,,1,,,,
275,Cucumber,"Cucumber, loose, per Kg","Cucumber, local,5medium size, 100vt each",Market House, ,0,Y,2.1,1.4,1.9,1.3,2.1,,1.9,2.1,2.1,1.9,1.2,1.5,1.2,2,1.58,1.58,1.58,1.58,1.58,1.57,1.58,1.52,1.52,1.52,1.52,1.52,1,1.35,1.52,1.23,1.23,1.35,1.35,1.35,,,,2.05,2.15,1.96,2.19,3.08,2.15,1.96,,3.03,1.61,,,
276,Beans,"Long beans, loose, per Kg","Long beans, 1Kg",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,,1,,1,1,1.2,,,,0.668,,,,,,,,,,,,,1,0.85,,,,0.85,0.85,0.85,,,,,,,,,,,,0.484,,,,
277,Beans,"Long beans, loose, per Kg","Long beans, Pkt, local",Au Bon Marche Manples, ,0,Y,1,1,,,,1,,,,0.9,,,,,,,,,,,,,,,,,1,0.58,,,,0.58,0.58,0.58,1,,,,,,,,,,0.384,,,,,
278,Beans,"Long beans, loose, per Kg","Long beans, 1Kg",Traverso, ,0,Y,1,1,1,,,1,,,,1,1,1,,,,,,,,,,,,,,,1,1,,,,1,1,1,,,1,0.76,,,,0.739,,,,0.368,,,,
1100,DVD player,"DVD player, name brand, single disc","DVD player, shenger, MPEG 4, photo of Rastaman",9 Ocean shopping centre,0,8,N,1.6,1.8,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Beans,"Dwarf beans, loose, per Kg","Dwarf beans, 1Kg",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,,,,
281,Beans,"Dwarf beans, loose, per Kg","Dwarf beans, 1Kg",Au Bon Marche Manples, ,0,Y,1,1,,,,1,,1,1,1,1,,,,,,,1,1,,,,,,,,1,0.85,,,,0.85,0.85,0.85,,,1,,,,1,1,,1,1,,,,,
282,Beans,"Dwarf beans, loose, per Kg","Dwarf beans Skyland, 1Kg",Traverso, ,0,Y,1,1,1,1,1,1,1,1,1,1,,1,,,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,1,,,,,
283,Beans,"Dwarf beans, loose, per Kg","Dwarf beans, local, 5 plastics for 100-150vt",Market House, ,0,Y,2.1,2.1,2.5,2.9,2.1,1.6,,2.2,2.2,2.5,2.6,1.2,1.2,,1.3,1.3,1.3,1.3,1.3,1.28,1.26,1.3,1.3,1.3,1.3,1.3,3.2,2.3,1.3,1.3,1.3,2.3,2.3,2.3,,,,2.72,,2.38,11.19,4.33,2.25,2.38,,,0.56,,,
284,Pumpkin,"Pumpkin, per Kg","Pumpkin, 1Kg",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,,1,1,1,,1,,,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,,,,,
285,Pumpkin,"Pumpkin, per Kg","Pumpkin, 1Kg",Au Bon Marche Manples, ,0,Y,1,1,,,1,1,,1,1,1,1,,1,,,,,1,1,,,,,,,,1,1,,,,1,1,1,1,,,1,,1,1,,,1,1,,,,,
286,Pumpkin,"Pumpkin, per Kg","Pumpkin, 1Kg",Traverso, ,0,Y,1,1,,1,1,1,1,1,1,1,1,1,1,,1,1,1,,,1,1,1,1,1,1,1,,,1,1,1,,,,,1,1,,1,1,,,1,1,,,,,,
287,Pumpkin,"Pumpkin, per Kg","Pumpkin, 5 medium size, yellow, 200-300vt",Market House, ,0,Y,4.2,4.2,4.6,2.1,3.9,,,6.1,6.1,,6.4,5,6.8,,2.5,2.5,2.5,2.5,2.5,2.5,2.8,2.5,2.5,2.5,2.5,2.5,,16,2.5,2.5,2.5,16,16,16,,,,9.82,14.74,10.11,2.88,7.5,14.74,10.11,,,,,,
288,Garlic,"Garlic, loose, per Kg","Garlic, 1Kg",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,,,
289,Garlic,"Garlic, loose, per Kg","Garlic, 1Kg",Au Bon Marche Manples, ,0,Y,1,1,,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,
290,Garlic,"Garlic, loose, per Kg","Garlic, 1Kg",Traverso, ,0,Y,1,1,1,1,1,1,,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,,,,
291,Corn,"Corn, loose, per Kg","Sweet Corn, 1Kg",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,0.0894,1,,,,1,,,,,,,,,,,,,,,,,1,1,,,,1,1,1,,,,,,,,,,,,,,,,
292,Corn,"Corn, loose, per Kg","Sweet Corn, 1Kg",Au Bon Marche Manples, ,0,Y,1,1,,,,1,,,,1,,,,,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,
293,Corn,"Corn, loose, per Kg","Sweet Corn, Pkt",Traverso, ,0,Y,1,1,,,1,1,,,,1,,,1,,0.6,0.6,,,,0.6,0.7,0.65,0.65,0.65,0.65,0.65,,,0.65,0.65,0.65,,,,,,,,,,,,,0.255,,,,,,
294,Corn,"Corn, loose, per Kg","Corn, local,5 bundles, 100vt",Market House, ,0,Y,3.6,3.6,3.5,3.7,4.5,4.2,,4.1,4.1,4.7,3.2,2.8,2,,3.4,3.4,3.4,3.4,3.4,3.3,3.4,3.5,3.5,3.5,3.5,3.5,1.6,3.2,3.5,3.5,3.5,3.2,3.2,3.2,14.33,,,6.4,,,,5.47,,,,,,,,
295,Onion,"Onions, loose, per Kg","Onions, 1Kg",Au Bon Marche Nambatu, ,0,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,1,1,1,,,,,1,1,1,1,1,1,1,1,1,1,1,,,,
296,Onion,"Onions, loose, per Kg","Onions, 1Kg",Au Bon Marche Manples, ,0,Y,1,1,,,1,1,,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,,,,
297,Onion,"Onions, loose, per Kg","Onions, 1Kg",Traverso, ,0,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,,,,
298,Beema (chili),"Chilli, loose, per Kg","Chili, local, 5 plastics for 100vt",Market House, ,0,Y,1,1,1.2,1.2,0.6,,,1.5,1.5,1.8,0.5,,1.8,0.79,0.8,0.8,0.8,0.8,0.8,0.8,0.75,0.83,0.83,0.83,0.83,0.83,,,0.83,0.83,0.83,,,,,,,4.26,,6.15,,2.09,3.14,1.75,,,,,,
299,Bowl cabbage,"Cabbage, bowl, per Kg","Bowl cabbage, single, local, 5 medium size, 100-200vt",Market House, ,0,Y,4.2,4.2,4.2,4.3,4.2,,,4,4,,,3.6,9,,,,,,,,,,,,,,2.65,10,,,,10,10,10,19.78,,,,6.09,,4.77,,6.09,6.15,,,5.68,,,
300,Chinese cabbage,"Cabbage, Chinese, per Kg","Chinese cabbage, local, medium size, 5 bundles, 100-200vt",Market House, ,0,Y,4.2,4,3.9,3.6,4.3,3,1.5,4.4,4.4,3.2,3.1,3,,2.9,2.91,2.91,2.91,2.91,2.91,2.94,2.77,2.84,2.84,2.84,2.84,2.84,6.65,9.35,2.84,6.5,6.5,9.35,9.35,9.35,11.55,,,2.44,8.24,4.55,3.43,6.61,8.24,4.55,,,6.48,,,
302,Ginger,"Ginger, loose, per Kg","Ginger, local, 5 bundles/plastics, 200vt",Market House, ,0,Y,1.7,1.5,8.5,7.8,10.1,,1.9,2,2,1.6,1.9,2,2.8,1.7,1.92,1.92,1.92,1.92,1.92,1.92,1.98,1.95,1.95,1.95,1.95,1.95,1.2,0.9,1.95,1.95,1.95,0.9,0.9,0.9,0.98,,,0.87,1.16,1.11,0.94,0.64,,1.11,,,,,,
303,"Laplap (Yam, banana)","Laplap (Yam, banana), standard?, per Kg?","4 pieces Laplap, local, medium size, yam, banana, taro, manioc",Market House, ,10,N,1,1,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,"Herbs, fresh","Parsley, bunch, per Kg","Parsley, local, 10 bundles, 100vt",Market House, ,0,Y,1.5,1.5,1.9,1.8,1.2,0.2,,0.87,0.87,,0.9,,0.8,1.8,1,1,1,1,1,1,1,1,1,1,1,1,1.2,0.9,1,1,1,0.9,0.9,0.9,,,,0.48,0.35,0.41,0.43,0.4,0.35,0.35,,,,,,
306,Pumpkin top,"Pumpkin top, loose, per Kg","Top of pumkin, local, 3 medium size bundles, 100 - 150vt",Market House, ,0,Y,1,1,2.9,2.9,3.3,,5.7,2.6,2.6,3.1,3.6,4.2,,5.4,2.98,2.98,2.98,2.98,2.98,2.99,2.99,2.95,2.95,2.95,2.95,2.95,1.2,1.2,2.95,2.95,2.95,1.2,1.2,1.2,,,,6.56,,,3.26,3.33,2.6,2.6,,,,,,
307,Snake beans,"Snake Beans, loose, per Kg","Snake beans, local, 3 medium size bundles, 100vt",Market House, ,0,Y,2.1,1,3,3.6,3.1,3.7,4.2,1.5,1.5,2.2,3.6,3,,,2.91,2.91,2.91,2.91,2.91,2.91,2.91,3,3,3,3,3,1.5,3.2,3,3,3,3.2,3.2,3.2,9.69,,,7.01,,,,6.19,1.49,1.49,,,,,,
308,Spring onion,"Spring onions, loose, per Kg","Spring onion, local, 5 medium size bundles, 100vt",Market House, ,0,Y,2.3,2.3,2.3,3.1,1.4,1.2,0.9,3.6,3.6,3.6,3.6,1.5,1.8,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1.8,1,1,1,1,1,1,1,1.29,,,1.25,1.09,1.34,1.96,1.26,1.09,1.34,,,,,,
309,Sugarcane,"Sugurcane, unit? Weight? Per Kg?","Sugarcane, local, 5 long ones for 1.5m",Market House, ,0,Y,1,1,5.6,5.6,3.8,,,,,2.1,2.1,,,,6.9,6.9,6.9,6.9,6.9,6.9,7.1,6.8,6.8,6.8,6.8,6.8,,,6.8,6.8,6.8,,,,,,,3.65,,,,,,,,,,,,
310,Vanilla bean,"Vanilla, loose, per Kg","Vanilla, 1Kg, local",Market House, ,0,Y,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Water kress,"Water kress, per Kg","Water kress, local, 3 medium size bundles for 100-150vt",Market House, ,0,Y,1,1,2,2.2,3.4,0.7,1.6,2.4,2.4,,3.1,1.2,2.4,2.6,1.71,1.71,1.71,1.71,1.71,1.71,1.68,1.73,1.73,1.73,1.73,1.73,,,1.73,1.73,1.73,,,,4.49,,,1.83,1.71,3.25,4.13,2.1,1.71,3.25,,,,,,
499,"Herbs, fresh","Parsley, bunch, per Kg",Parsley,Tebakor Shopping Center, ,0,N,1.5,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,"Herbs, fresh","Parsley, bunch, per Kg","Parsley, packet in plastic bag",Traverso, ,0,N,4.2,4.4,1,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,"Coconut, dried","Coconut, dried, per Kg?","Coconut, dried, 5bundles, medium size, 10-12 fruits, 100-150vt",Market House, ,0,Y,6.2,6.2,11.1,11.1,9.1,17,21.4,18.8,18.8,19.3,16.8,17.8,12,12.2,19,19,19,19,19,19,18.7,18.5,18.5,18.5,18.5,18.5,16.85,23.55,18.5,29,29,23.55,23.55,23.55,31.05,,,26.72,20.51,28.22,25.57,32.2,20.51,28.22,,31.26,30.11,,,
1082,Passion fruits,"Passion fruits, fresh, local","Passion fruits, three plastics for 100VT",Market House, ,0,Y,4.2,2.6,3.1,3.1,2.5,3.9,6,,,3.1,2.9,,2,2.4,3.8,3.8,3.8,3.8,3.8,3.8,3.7,3.5,3.5,3.5,3.5,3.5,,,3.5,3.5,3.5,,,,3.52,,,7.24,8.2,,,2.94,8.2,8.2,,,,,,
1084,Island cabbage,"Cabbage, Island, per Kg","Island Cabbage, 1 bundle",Market House, ,0,Y,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,5.2,,,,,,,,,,,,,,,,,,,
1118,DVD player,"DVD player, name brand, single disc","DVD player, shenger, MPEG 4, photo of Rastaman",9 Ocean shopping centre,0,8,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,Island cabbage,"Cabbage, Island, per Kg","Island Cabbage, 5bundles",Market House, ,0,Y,,,,3.1,3,1.8,1.9,1.6,1.6,2.1,3.6,1.5,3.6,2.8,0.79,0.79,0.79,0.79,0.79,0.79,0.75,0.81,0.81,0.81,0.81,0.81,2.1,3.1,0.81,0.81,0.81,3.1,3.1,3.1,3.97,,,6.84,5.64,3.65,4.11,7.41,5.64,3.65,,6.92,5.16,,,
1137,"Banana, cooking","Banana, cooking, bunch, per Kg","Banana, cooking, 5 bunchs, medium, 10-12 fruits, 100-150vt",Market House, ,0,Y,,,12.6,12.6,11,3.9,4.5,7.6,7.6,10.3,11.1,,,8.6,4.4,4.4,4.4,4.4,4.4,4.4,4.8,4.8,4.8,4.8,4.8,4.8,,6.34,18.5,18.5,18.5,6.34,6.34,6.34,38.81,23.8,,39.82,46.16,46.55,61.77,29.6,46.16,46.55,,30.59,19.22,,,
1179,Tomato local,"Tomato, local, loose, per Kg","Tomato, local, per Kg",Au Bon Marche Nambatu, ,0,Y,,,,,,1,,1,1,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,1,1,,,,1,,,,1,,,,,,
1180,Tomato local,"Tomato, local, loose, per Kg","Tomato, local, per Kg",Traverso, ,0,Y,,,,,,1,,1,1,1,1,1,1,,1,1,1,,,1,1,1,1,1,1,1,,,1,1,1,,,,,1,1,,,,1,,1,1,,,,,,
1181,French loaf 30 cm,"French loaf, 30 cm, unsliced","French loaf freshly packed, 30 cm, Ah Pow, 10 loaves",Tebakor Shopping Center, ,0,Y,,,,,,2.1,,,,,,,1.89,2,1.9,1.9,,,,1.9,2.2,2.4,2.4,2.4,2.4,2.4,1.89,1.95,2.4,2.4,2.4,1.95,1.95,1.95,,,,2.15,,,,,,,,,,,,
1182,Rock melon,"Rock melon, loose, per Kg","Water melon, local",Traverso, ,0,Y,,,,,,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,,,,,1,1,,,1,1,,,1,,,,,,
1183,French loaf 30 cm,"French loaf, 30 cm, unsliced","French loaf freshly packed, 30 cm, Ah Pow, 10 loaves",Au Bon Marche Nambatu, ,0,Y,,,,,,2.1,2.13,2.13,2.13,2.1,2.11,1.82,1.89,2,1.88,1.88,1.81,,,1.88,1.89,1.91,1.91,1.91,1.91,1.91,1.98,1.895,1.91,1.91,1.91,1.895,1.895,1.895,1.8,1.7,2.19,2.14,2.15,1.17,,2.15,,,,,,,,
1184,Potato,"Potatoes, white, loose, per Kg","White washed potatotes, 1Kg",Traverso, ,0,Y,,,,,,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,,,,,,,,,1,,,,,,,,,,
1185,"Herbs, fresh","Parsley, bunch, per Kg","Parsley, bunch wrapped in plastic",Traverso, ,0,Y,,,,,,0.036,0.52,,,1,1,1,1,,0.38,0.38,0.04,1,1,0.38,0.35,0.32,0.32,0.32,0.32,0.32,,,0.32,0.32,0.32,,,,,0.05,0.43,0.41,0.08,0.09,1,0.09,0.35,0.35,0.5,0.03,,,,
1465,Ginger,"Ginger, loose, per Kg","Ginger, loose, 1kg",Au Bon Marche Manples, ,0,Y,,,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,Ginger,"Ginger, loose, per Kg","Ginger, loose, 1kg",Au Bon Marche Nambatu, ,0,Y,,,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467,Ginger,"Ginger, loose, per Kg","Ginger, loose, 1kg",Traverso, ,0,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1468,Yam,"Yam, Per Kilo",Yam per Kilo,Au Bon Marche Manples, ,0,Y,,,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469,Yam,"Yam, Per Kilo",Yam per Kilo,Au Bon Marche Nambatu, ,0,Y,,,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,
1470,Sweet Potato (Kumala),Kumala Per Kilo,"Kumala, Per Kilo",Au Bon Marche Manples, ,0,Y,,,,,,,1,1,1,,1,,,1,,,,,,,,1,1,1,1,1,,,1,1,1,,,,,,,,,,,,,1,1,,,,,
1471,Sweet Potato (Kumala),Kumala Per Kilo,"Kumala, Per Kilo",Au Bon Marche Nambatu, ,0,Y,,,,,,,1,1,1,,1,,,1,,,,,,,,1,1,1,1,1,,,1,1,1,,,,,,,,,,,,,1,,,,,,
1472,Taro (Fiji),Taro (Fiji) Per Kilo,"Taro, (Fiji) Per Kilo",Au Bon Marche Manples, ,0,Y,,,,,,,1,1,1,,1,,,1,,,,,,,,1,1,1,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,
1473,Taro (Fiji),Taro (Fiji) Per Kilo,"Taro, (Fiji) Per Kilo",Au Bon Marche Nambatu, ,0,Y,,,,,,,1,1,1,,1,,,1,,,,,,,,1,1,1,1,1,,,1,1,1,,,,,,,,,,,,,1,,,,,,
1474,"Banana, cooking","Banana, cooking, bunch, per Kg","Banana, Cooking, Per Kilo",Au Bon Marche Manples, ,0,Y,,,,,,,1,1,1,,1,,,1,,,,,,,,1,1,1,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,
1475,"Banana, cooking","Banana, cooking, bunch, per Kg","Banana, Cooking, Per Kilo",Au Bon Marche Nambatu, ,0,Y,,,,,,,1,1,1,,1,,,1,,,,,,,,1,1,1,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,
1476,Potato,"Potatoes, white, loose, per Kg","Potatoes, white, washed potatoe, loose, per kilo",Au Bon Marche Nambatu, ,0,Y,,,,,,,1,1,1,,1,,,1,,,,,,,,1,1,1,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,
1477,"Coconut, dried","Coconut, dried, per Kg?","Dry Coconut, Per kilo",Au Bon Marche Nambatu, ,0,Y,,,,,,,1,1,1,,1,,,1,,,,,,,,1,1,1,1,1,,,1,1,1,,,,,,,,,,,,,0.921,0.748,,,,,
1478,"Coconut, dried","Coconut, dried, per Kg?","Dry Coconut, Per kilo",Au Bon Marche Manples, ,0,Y,,,,,,,1,1,1,,1,,,1,,,,,,,,1,1,1,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,
1480,English loaf 30 cm,"English loaf, 30 cm, unsliced","English local loaf, 3 loaves",Market House, ,0,Y,,,,,,,,2.2,2.2,,2.1,,,2.1,,,,,,,,2.3,2.3,2.3,2.3,2.3,,,2.3,2.3,2.3,,,,,,,,,,,,,,,,,,,
1481,French loaf 30 cm,"French loaf, 30 cm, unsliced","French loaf freshly packed, 30 cm, loaf shack, 10 loaves",Traverso, ,0,Y,,,,,,,,2.17,2.17,,2,,,2,,,,,,,,1.78,1.78,1.78,1.78,1.78,,,1.78,1.78,1.78,,,,,,,,,,,,,,,,,,,
1592,Water kress,"Water kress, per Kg","Water kress, local,5 medium size bundles for 100-150vt",Market House, ,0,Y,,,,,,,,,,3,3.2,,,3.2,,,,,,,,2.8,2.8,2.8,2.8,2.8,,,2.8,2.8,2.8,,,,,,,,,,,,,,,,,,,
